"","2017","2017","2017","2016","2016","2016","2015","2015","2015","2014","2014","2014","2013","2013","2013","2012","2012","2012","2011","2011","2011","2010","2010","2010","2009","2009","2009","2008","2008","2008","2007","2007","2007","2006","2006","2006","2005","2005","2005","2004","2004","2004","2003","2003","2003","2002","2002","2002","2001","2001","2001","2000","2000","2000"
""," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"," Deaths per 1 000 live births"
""," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"," Measles"
"Country"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"," 0-27 days"," 1-59 months"," 0-4 years"
"Hungary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iceland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"India","0","0.8","0.8","0","1","1","0","1.3","1.3","0","1.3","1.3","0","0.8","0.8","0","1.1","1.1","0","1.8","1.8","0","1.9","1.9","0","2.8","2.8","0","2.3","2.3","0","2.3","2.3","0","3.1","3.1","0","2.1","2.1","0","3.6","3.6","0","3.2","3.2","0","2.9","2.9","0","3.4","3.4","0","2.7","2.7"
"Indonesia","0","0.9","0.9","0","0.9","0.9","0","1.4","1.4","0","1.2","1.2","0","1","1","0","1.1","1.1","0","1.9","1.9","0","1.6","1.6","0","1.6","1.6","0","1","1","0","2.2","2.2","0","4.7","4.7","0","4.2","4.2","0","3.4","3.4","0","3","3","0","3.1","3.1","0","4","4","0","4.9","4.9"
"Iran (Islamic Republic of)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0.1","0.1","0","0.1","0.1","0","0.1","0.1"
"Iraq","0","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0.1","0.1","0","0","0","0","0.1","0.1","0","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0.6","0.6","0","0.2","0.2","0","0.8","0.8","0","0.6","0.6","0","0.6","0.6"
"Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1"
"Israel","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Italy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Japan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kazakhstan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kenya","0","0","0","0","0.1","0.1","0","0.1","0.1","0","0.1","0.1","0","0.1","0.1","0","0.2","0.2","0","0.2","0.2","0","0.1","0.1","0","0.3","0.3","0","0.3","0.3","0","0.3","0.3","0","0.3","0.3","0","0.2","0.2","0","0.1","0.1","0","0","0","0","0.5","0.5","0","1","1","0","1.3","1.3"
"Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0","0.4","0.4","0","0","0","0","0","0","0","0","0"
"Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyrgyzstan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lao People's Democratic Republic","0","0.2","0.2","0","0.1","0.1","0","0","0","0","0.2","0.2","0","0.1","0.1","0","0","0","0","1.1","1.1","0","0.7","0.7","0","0.3","0.3","0","0.1","0.1","0","9.8","9.8","0","5.5","5.5","0","7.9","7.9","0","12.2","12.2","0","10.7","10.7","0","5.6","5.6","0","4.2","4.2","0","6.6","6.6"
"Latvia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.3","0","0.1","0.1","0","0.1","0.1","0","0.1","0.1","0","0.2","0.2","0","0.3","0.3","0","0.4","0.4","0","0.5","0.5","0","0.4","0.4","0","0.2","0.2","0","0.1","0.1","0","0","0","0","0","0","0","0.2","0.2"
"Lesotho","0","0.4","0.4","0","0.4","0.4","0","0.4","0.4","0","0.4","0.4","0","0.9","0.9","0","0.8","0.8","0","0.9","0.9","0","1.1","1.1","0","0.2","0.2","0","0.1","0.1","0","0.5","0.5","0","0.4","0.4","0","0.4","0.4","0","0.2","0.2","0","0.3","0.3","0","0.1","0.1","0","0.1","0.1","0","1.1","1.1"
"Liberia","0","11.6","11.6","0","11.2","11.2","0","14.1","14.1","0","1.8","1.8","0","1.1","1.1","0","0.8","0.8","0","5.1","5.1","0","8.5","8.5","0","0.6","0.6","0","0.2","0.2","0","1.4","1.4","0","1","1","0","0.1","0.1","0","3.7","3.7","0","5.3","5.3","0","7.2","7.2","0","26.7","26.7","0","32","32"
"Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lithuania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luxembourg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","0","0.2","0.2","0","0.6","0.6","0","0.4","0.4","0","0.2","0.2","0","0.5","0.5","0","0.4","0.4","0","0.2","0.2","0","0.5","0.5","0","0.3","0.3","0","0.1","0.1","0","0.3","0.3","0","0.2","0.2","0","0","0","0","2.6","2.6","0","5","5","0","4","4","0","3.9","3.9","0","4.6","4.6"
"Malawi","0","0.5","0.5","0","0.4","0.4","0","0.4","0.4","0","0.2","0.2","0","0.8","0.8","0","0.6","0.6","0","0.4","0.4","0","2.2","2.2","0","0.1","0.1","0","0.7","0.7","0","0.5","0.5","0","0.3","0.3","0","1.6","1.6","0","1.4","1.4","0","1.1","1.1","0","0.8","0.8","0","0.5","0.5","0","0.3","0.3"
"Malaysia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0.1","0.1","0","0.3","0.3","0","0.1","0.1","0","0.3","0.3","0","3.1","3.1","0","0","0","0","0","0"
"Mali","0","0.5","0.5","0","0","0","0","1.7","1.7","0","1.6","1.6","0","1.2","1.2","0","0.8","0.8","0","2.3","2.3","0","4.3","4.3","0","5.4","5.4","0","0.4","0.4","0","1","1","0","0.8","0.8","0","0.2","0.2","0","1.5","1.5","0","1.1","1.1","0","0.1","0.1","0","13.9","13.9","0","7","7"
"Malta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marshall Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","1.3","0","0","0","0","0","0","0","0","0"
"Mauritania","0","1.1","1.1","0","0.5","0.5","0","0","0","0","1.4","1.4","0","1.3","1.3","0","0.8","0.8","0","4.5","4.5","0","9.3","9.3","0","3.2","3.2","0","1.6","1.6","0","1.3","1.3","0","0.9","0.9","0","0.1","0.1","0","11.3","11.3","0","8.4","8.4","0","8.6","8.6","0","15.5","15.5","0","6.8","6.8"
"Mauritius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mexico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Micronesia (Federated States of)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.2","0","0.2","0.2","0","0.2","0.2","0","0.2","0.2","0","0.3","0.3","0","0.3","0.3","0","0.3","0.3","0","0.3","0.3","0","0.4","0.4","0","0.4","0.4","0","0.4","0.4"
"Monaco","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mongolia","0","0","0","0","0.6","0.6","0","0.4","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.3","0","0","0"
"Montenegro","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morocco","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0.1","0.1","0","0.1","0.1","0","0.1","0.1","0","0","0","0","0.1","0.1"
"Mozambique","0","0.3","0.3","0","0.3","0.3","0","0.4","0.4","0","0.1","0.1","0","0.3","0.3","0","0.2","0.2","0","0.8","0.8","0","1.5","1.5","0","0.2","0.2","0","0.5","0.5","0","0.4","0.4","0","0.1","0.1","0","9.2","9.2","0","7","7","0","6.9","6.9","0","5.6","5.6","0","5.7","5.7","0","6","6"
"Myanmar","0","0.5","0.5","0","0","0","0","0.4","0.4","0","0.6","0.6","0","1.2","1.2","0","1.6","1.6","0","1.4","1.4","0","0.8","0.8","0","0.7","0.7","0","0.7","0.7","0","2","2","0","1.5","1.5","0","1.1","1.1","0","1.9","1.9","0","1.6","1.6","0","2.2","2.2","0","3.9","3.9","0","1.5","1.5"
"Namibia","0","0","0","0","0.1","0.1","0","0.1","0.1","0","0","0","0","0","0","0","0.8","0.8","0","0.7","0.7","0","0.6","0.6","0","0.8","0.8","0","0.4","0.4","0","0.3","0.3","0","0.2","0.2","0","0.1","0.1","0","0","0","0","0.7","0.7","0","0.9","0.9","0","0","0","0","0.1","0.1"
"Nauru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nepal","0","0.1","0.1","0","0.1","0.1","0","0.1","0.1","0","0.1","0.1","0","0","0","0","1.6","1.6","0","1.1","1.1","0","0.7","0.7","0","0.6","0.6","0","1.5","1.5","0","1.3","1.3","0","1.2","1.2","0","2.9","2.9","0","10.3","10.3","0","9.7","9.7","0","6.7","6.7","0","8.4","8.4","0","7.2","7.2"
"Netherlands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"New Zealand","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nicaragua","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Niger","0","0.5","0.5","0","0.4","0.4","0","1.6","1.6","0","0.3","0.3","0","0","0","0","0.5","0.5","0","0.3","0.3","0","0.5","0.5","0","0.2","0.2","0","1.2","1.2","0","1","1","0","0.8","0.8","0","0.5","0.5","0","25.4","25.4","0","22.6","22.6","0","14.8","14.8","0","28.5","28.5","0","10.9","10.9"
"Nigeria","0","1.6","1.6","0","1.9","1.9","0","2.3","2.3","0","0.8","0.8","0","5.9","5.9","0","0.7","0.7","0","2.6","2.6","0","1.6","1.6","0","0.4","0.4","0","2.1","2.1","0","1","1","0","1.7","1.7","0","18.8","18.8","0","8.4","8.4","0","25.7","25.7","0","9.7","9.7","0","22.7","22.7","0","29.5","29.5"
"Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norway","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oman","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pakistan","0","1","1","0","0.4","0.4","0","0.2","0.2","0","0.4","0.4","0","1.4","1.4","0","1.1","1.1","0","0.9","0.9","0","0.8","0.8","0","0.1","0.1","0","0.4","0.4","0","0.8","0.8","0","1","1","0","0.8","0.8","0","1","1","0","1.4","1.4","0","1.2","1.2","0","1.1","1.1","0","0.9","0.9"
"Palau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Panama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Papua New Guinea","0","0.4","0.4","0","0.4","0.4","0","0.6","0.6","0","1","1","0","0.2","0.2","0","0.3","0.3","0","0.3","0.3","0","0.2","0.2","0","0.4","0.4","0","0.4","0.4","0","0.3","0.3","0","0.2","0.2","0","1.3","1.3","0","2","2","0","4.5","4.5","0","7.8","7.8","0","4.5","4.5","0","5.1","5.1"
"Paraguay","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Philippines","0","0.2","0.2","0","0.2","0.2","0","0.2","0.2","0","0.6","0.6","0","0.1","0.1","0","0.1","0.1","0","0.2","0.2","0","0.2","0.2","0","0.1","0.1","0","0.1","0.1","0","0.1","0.1","0","0.1","0.1","0","0.1","0.1","0","0.3","0.3","0","0.4","0.4","0","0.2","0.2","0","0.1","0.1","0","0","0"
"Poland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Portugal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Qatar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Republic of Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Republic of Moldova","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Republic of North Macedonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Romania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Russian Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rwanda","0","0.1","0.1","0","0","0","0","0","0","0","0","0","0","0.3","0.3","0","0.3","0.3","0","0.3","0.3","0","0.1","0.1","0","0.3","0.3","0","0.3","0.3","0","0.1","0.1","0","0.4","0.4","0","0.3","0.3","0","0.1","0.1","0","1.1","1.1","0","1.8","1.8","0","1.4","1.4","0","1.9","1.9"
"Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saint Vincent and the Grenadines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Samoa","0","1.3","1.3","0","1","1","0","1","1","0","0.8","0.8","0","0.7","0.7","0","1.1","1.1","0","1.5","1.5","0","0.9","0.9","0","0.7","0.7","0","1.7","1.7","0","1.3","1.3","0","2","2","0","1.4","1.4","0","0.4","0.4","0","0.7","0.7","0","0.4","0.4","0","0.6","0.6","0","0.2","0.2"
"San Marino","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sao Tome and Principe","0","0","0","0","1.1","1.1","0","1.1","1.1","0","1","1","0","0.9","0.9","0","2.4","2.4","0","2","2","0","1.3","1.3","0","0.5","0.5","0","0","0","0","3.4","3.4","0","3.4","3.4","0","3.1","3.1","0","3.3","3.3","0","3.2","3.2","0","2.6","2.6","0","1.6","1.6","0","0.2","0.2"
"Saudi Arabia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Senegal","0","0.2","0.2","0","0.2","0.2","0","0.2","0.2","0","0","0","0","0.7","0.7","0","0.8","0.8","0","0.8","0.8","0","1.3","1.3","0","1.6","1.6","0","0.5","0.5","0","0.2","0.2","0","0.6","0.6","0","0.5","0.5","0","0.1","0.1","0","7.5","7.5","0","38.9","38.9","0","21.7","21.7","0","10.3","10.3"
"Serbia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sierra Leone","0","0.3","0.3","0","0.1","0.1","0","0.4","0.4","0","0.3","0.3","0","0.1","0.1","0","0.6","0.6","0","0.4","0.4","0","0.2","0.2","0","0.7","0.7","0","0.5","0.5","0","0.2","0.2","0","0.8","0.8","0","0.5","0.5","0","0.3","0.3","0","22.7","22.7","0","25.8","25.8","0","29.1","29.1","0","32.4","32.4"
"Singapore","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovakia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovenia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Somalia","0","18.6","18.6","0","27.2","27.2","0","35.4","35.4","0","46.2","46.2","0","15.5","15.5","0","26","26","0","43.2","43.2","0","3.4","3.4","0","6.3","6.3","0","5.9","5.9","0","6.4","6.4","0","3","3","0","22.8","22.8","0","36.8","36.8","0","49.3","49.3","0","30.8","30.8","0","22.8","22.8","0","25.8","25.8"
"South Africa","0","0.3","0.3","0","0.3","0.3","0","0.2","0.2","0","0.2","0.2","0","0.7","0.7","0","0.9","0.9","0","1.2","1.2","0","1.8","1.8","0","0.7","0.7","0","0.1","0.1","0","0.4","0.4","0","0.3","0.3","0","0.2","0.2","0","0.6","0.6","0","0.5","0.5","0","0.4","0.4","0","0.2","0.2","0","0.3","0.3"
"South Sudan","0","0.8","0.8","0","1.3","1.3","0","0.7","0.7","0","0","0","0","1.8","1.8","0","1.5","1.5","0","1","1","0","0.7","0.7","0","0.4","0.4","0","0.5","0.5","0","0.5","0.5","0","0.6","0.6","0","0.9","0.9","0","2.1","2.1","0","5.3","5.3","0","5.6","5.6","0","5.3","5.3","0","4.2","4.2"
"Spain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sri Lanka","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
